country_name,country_code,indicator_name,indicator_code,debt_2021,debt_2022,total_debt2023
Colombia,COL,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,4809864353,4233654952,759664220.1
Colombia,COL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,424718795.2,474076792.2,694846887.1
Colombia,COL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,4241083478,3562116978,575246097.3
Colombia,COL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,243613000,309031741.6,461727256.3
Colombia,COL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,135017014.1,136574452.6,204895670.1
Colombia,COL,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,568780875.1,671537974.5,184418122.8
Colombia,COL,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Colombia,COL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,,,
Colombia,COL,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,,,
Comoros,COM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,33833830.8,38854498.8,46505444.5
Comoros,COM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,33833830.8,38854498.8,28657557.4
Comoros,COM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,18445914.5,23463695,24457271.7
Comoros,COM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1125600.3,1169480.7,22941581.6
Comoros,COM,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,17847887.1
Comoros,COM,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,0,0,17847887.1
Comoros,COM,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,,,11665285.7
Comoros,COM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,,,11665285.7
Comoros,COM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,1125600.3,1169480.7,11276295.9
Comoros,COM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,327000,309000,7866118.1
Comoros,COM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,464296,494691,5520846.4
Comoros,COM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,464296,494691,5163535.4
Comoros,COM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,15387916.3,15390803.8,4200285.7
Comoros,COM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,798600.3,860480.7,3410177.8
Comoros,COM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,212775.7,267956.9,3273249.6
Comoros,COM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,251520.3,226734.1,1890285.8
Comoros,COM,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,,,357311
Comoros,COM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,,,357311
Comoros,COM,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,0
Comoros,COM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,,,
Comoros,COM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,,,
Comoros,COM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,,,
Comoros,COM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,
Comoros,COM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,,,
Comoros,COM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,,,
"Congo, Dem. Rep.",COD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,484495396.9,584102695.8,2142991835
"Congo, Dem. Rep.",COD,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,454650396.9,584102695.8,2142898835
"Congo, Dem. Rep.",COD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,71921000,90792062.9,1610643157
"Congo, Dem. Rep.",COD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,256687867.8,528457235.7,713485806.4
"Congo, Dem. Rep.",COD,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,228939867.8,502564235.7,670622739.7
"Congo, Dem. Rep.",COD,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,382729396.9,493310632.9,532255677.9
"Congo, Dem. Rep.",COD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,66301311.8,340269253.8,519723786.5
"Congo, Dem. Rep.",COD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,162638556,162294981.9,150898953.2
"Congo, Dem. Rep.",COD,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,54198391.6,115888722.2,105570033.8
"Congo, Dem. Rep.",COD,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,53416391.6,115298722.2,105052033.8
"Congo, Dem. Rep.",COD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,9670557,82673319,69676950.8
"Congo, Dem. Rep.",COD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,23679000,22041000,42863066.7
"Congo, Dem. Rep.",COD,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,27748000,25893000,42863066.7
"Congo, Dem. Rep.",COD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,43745834.6,32625403.2,35375083
"Congo, Dem. Rep.",COD,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,4069000,3852000,3852000
"Congo, Dem. Rep.",COD,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,739000,590000,518000
"Congo, Dem. Rep.",COD,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,782000,590000,518000
"Congo, Dem. Rep.",COD,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,93000
"Congo, Dem. Rep.",COD,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,29845000,0,93000
"Congo, Dem. Rep.",COD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,43000,0,0
"Congo, Dem. Rep.",COD,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,29845000,0,0
"Congo, Dem. Rep.",COD,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,,,
"Congo, Dem. Rep.",COD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,,,
"Congo, Dem. Rep.",COD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,
"Congo, Dem. Rep.",COD,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,,,
"Congo, Rep.",COG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,319597648,657921271.1,733397837.4
"Congo, Rep.",COG,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,152507302.6,343000108.9,380700672.1
"Congo, Rep.",COG,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,200744074.6,330095816,362028426.7
"Congo, Rep.",COG,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,195283357,290236934,359885129.6
"Congo, Rep.",COG,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,137769085.2,285828869.3,350815354.7
"Congo, Rep.",COG,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,165003085.2,313062869.3,350815354.7
"Congo, Rep.",COG,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,85381000,272279501.2,300355749.1
"Congo, Rep.",COG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,69007755,170856338.3,230961877.9
"Congo, Rep.",COG,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,151382357,202545069.3,200440618.6
"Congo, Rep.",COG,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,43901000,87691864.7,159444511
"Congo, Rep.",COG,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,39380835.3,79883495.3,135756547.6
"Congo, Rep.",COG,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,23551835.3,49838495.3,130424547.6
"Congo, Rep.",COG,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,28976130,90300739.3,94509907.1
"Congo, Rep.",COG,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,67126302.6,70720607.7,80344923
"Congo, Rep.",COG,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,8486925.8,54999490.6,50384436.8
"Congo, Rep.",COG,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,20489204.2,35301248.7,44125470.3
"Congo, Rep.",COG,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,36456225.5,36456225.5
"Congo, Rep.",COG,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,0,36456225.5,36456225.5
"Congo, Rep.",COG,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,15829000,30045000,5332000
"Congo, Rep.",COG,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2087260.2,1858292.9,1881810.6
"Congo, Rep.",COG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,650789.7,672103.7,695423.2
"Congo, Rep.",COG,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,27234000,27234000,0
"Congo, Rep.",COG,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,,0,0
"Congo, Rep.",COG,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,0
"Congo, Rep.",COG,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,,0,0
Costa Rica,CRI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1852201723,547539030.2,6551842045
Costa Rica,CRI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,939371000,,4950619970
Costa Rica,CRI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1144133561,1135206985,1556077561
Costa Rica,CRI,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,629084000,183177000,1178201333
Costa Rica,CRI,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,482767000,0,1000000000
Costa Rica,CRI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,3209751670,2783355815,766005963.9
Costa Rica,CRI,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,766170669.6,1913982815,762692963.9
Costa Rica,CRI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,566278000,525024000,723931000
Costa Rica,CRI,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,731852000,1904783000,687964894.3
Costa Rica,CRI,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,124265561.4,177366985,432794561.1
Costa Rica,CRI,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,283746722.5,364362030.2,423020741.2
Costa Rica,CRI,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,115854000,169138000,421822000
Costa Rica,CRI,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,453590000,432816000,399352000
Costa Rica,CRI,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,421319000,407735000,392428000
Costa Rica,CRI,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,250985000,317729000,391513758.5
Costa Rica,CRI,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,57550000,182529000,178201333.3
Costa Rica,CRI,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,34318669.6,9199815,74728069.6
Costa Rica,CRI,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,32761722.5,46633030.2,31506982.7
Costa Rica,CRI,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,8411561.4,8228985,10972561.1
Costa Rica,CRI,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,31967000,25074000,6924000
Costa Rica,CRI,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,3313000
Costa Rica,CRI,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,300000000,0,3313000
Costa Rica,CRI,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,88767000,648000,648000
Costa Rica,CRI,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Costa Rica,CRI,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,304000,7000,0
Cote d'Ivoire,CIV,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,4988765772,5212400127,5555233830
Cote d'Ivoire,CIV,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2112455220,2716132108,2831263773
Cote d'Ivoire,CIV,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,1106689255,2713651224,2816276059
Cote d'Ivoire,CIV,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2876310552,2496268018,2723970057
Cote d'Ivoire,CIV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,802967428.2,1239863344,2031326271
Cote d'Ivoire,CIV,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,1198644936,1503615685,1475000259
Cote d'Ivoire,CIV,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,1677665616,992652333.2,1248969798
Cote d'Ivoire,CIV,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,267136692.8,408371197.4,1184118949
Cote d'Ivoire,CIV,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,212352692.8,352416190,1123057485
Cote d'Ivoire,CIV,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,701409596.7,613934431.7,1117275761
Cote d'Ivoire,CIV,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,532995052.7,443127584.1,844961099.6
Cote d'Ivoire,CIV,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,335403886.5,634849854.3,705104795.3
Cote d'Ivoire,CIV,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,434035079.9,331899694.2,512356922
Cote d'Ivoire,CIV,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,194063984.2,470973745.2,491972313.7
Cote d'Ivoire,CIV,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,98938972.8,111219462.3,332219135
Cote d'Ivoire,CIV,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,151828945.1,158840356.4,248829936.4
Cote d'Ivoire,CIV,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,141339902.3,163876109.1,213132481.6
Cote d'Ivoire,CIV,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,200426848.9,196642292.2,142102526.9
Cote d'Ivoire,CIV,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,78825872.3,83839931.2,135749082.8
Cote d'Ivoire,CIV,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,73003072.8,75000425.2,113080853.6
Cote d'Ivoire,CIV,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,46284000,55541000,55258200
Cote d'Ivoire,CIV,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,16585598.9,11966491.2,23484725.2
Cote d'Ivoire,CIV,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,2480884.2,14987713.9
Cote d'Ivoire,CIV,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,8500000,414007.4,5803263.9
Cote d'Ivoire,CIV,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,21000,8427.6,385042.6
Djibouti,DJI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,86416411.5,75368901.3,205397521.8
Djibouti,DJI,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,86416411.5,65869901.3,205397521.8
Djibouti,DJI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,29590252.7,32746176.1,200443681.6
Djibouti,DJI,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,28226252.7,32746176.1,197743951.6
Djibouti,DJI,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,6341351.6,7298168.6,155307292.3
Djibouti,DJI,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,65024151.6,62494434.6,125838004.5
Djibouti,DJI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,21056272.7,20494357,89303319.4
Djibouti,DJI,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,20276272.7,19143357,87953319.4
Djibouti,DJI,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,21392259.9,3375466.7,79559517.3
Djibouti,DJI,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,10394611.7,9525780.6,71261874
Djibouti,DJI,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,21884901.1,25448007.5,42436659.3
Djibouti,DJI,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,9881661,9617576.4,16691445.4
Djibouti,DJI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1364000,,2699730
Djibouti,DJI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,780000,1351000,1350000
Djibouti,DJI,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,0
Djibouti,DJI,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Djibouti,DJI,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,0,0,0
Djibouti,DJI,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,,,
Djibouti,DJI,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,,,
Djibouti,DJI,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,,,
Djibouti,DJI,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,,,
Djibouti,DJI,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,,,
Djibouti,DJI,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,,,
Djibouti,DJI,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,,,
Djibouti,DJI,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,,,
Dominica,DMA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,47700000,50817000,32905924.2
Dominica,DMA,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,47700000,50817000,32905924.2
Dominica,DMA,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,47700000,50817000,30919424.2
Dominica,DMA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,10572531.4,19249171.1,23826820.3
Dominica,DMA,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,9087716.3,14933874.6,21865116.6
Dominica,DMA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,8436088.1,8434751.4,12203201.9
Dominica,DMA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,651628.2,6499123.2,9661914.7
Dominica,DMA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,6444752.6,8239773.9,8372040.5
Dominica,DMA,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,3234011.7,4970996,5284892.6
Dominica,DMA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,3131396.6,3793367.8,4136678.2
Dominica,DMA,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,3210740.9,3268777.9,3087147.9
Dominica,DMA,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2859259.4,2857778,2772333.3
Dominica,DMA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,0,0,1986500
Dominica,DMA,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,1484815.1,4315296.5,1961703.7
Dominica,DMA,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,948148.4,2547518.7,1297518.5
Dominica,DMA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,102615.1,1177628.2,1148214.4
Dominica,DMA,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,536666.7,536666.7,536666.7
Dominica,DMA,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,250370.4,329148,252222.1
Dominica,DMA,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,,1231111.1,127518.5
Dominica,DMA,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,101111.1,81851.9,62592.5
Dominica,DMA,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,0,0
Dominica,DMA,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Dominica,DMA,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,0,0,0
Dominica,DMA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,,,
Dominica,DMA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,
Dominican Republic,DOM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,925727430.6,1412534680,2475612209
Dominican Republic,DOM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1870289218,2086232164,2463348348
Dominican Republic,DOM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,376847000,101948000,1797090938
Dominican Republic,DOM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,1515844773,1647776824,1695843584
Dominican Republic,DOM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,1496914501,1633378797,1671251771
Dominican Republic,DOM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,3510080717,4981377617,995067434.2
Dominican Republic,DOM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,422990716.9,759214616.8,957784413.7
Dominican Republic,DOM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,129685000,554110000,841183870.9
Dominican Republic,DOM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,361159495.9,388538053.3,494913221.2
Dominican Republic,DOM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,151926445.5,203345339.7,405070763.6
Dominican Republic,DOM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,202518000,235110000,362434000
Dominican Republic,DOM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,249840567.3,288934544.6,341087100.1
Dominican Republic,DOM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,115684942.8,162110560.5,339741109.2
Dominican Republic,DOM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,187720934.7,922048626.6,183608049
Dominican Republic,DOM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,111318928.6,99603508.7,153826121.1
Dominican Republic,DOM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,293305716.9,205104616.8,116600542.8
Dominican Republic,DOM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,77433000,823777000,94695065.9
Dominican Republic,DOM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,110287934.7,98271626.6,88912983.1
Dominican Republic,DOM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,36241502.7,41234779.2,65329654.4
Dominican Republic,DOM,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,0,29263000,37283020.5
Dominican Republic,DOM,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2787090000,3593263000,37283020.5
Dominican Republic,DOM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,18930271.8,14398027.5,24591813.2
Dominican Republic,DOM,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Dominican Republic,DOM,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,,,
Dominican Republic,DOM,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,,,
Ecuador,ECU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,4440670750,3297293393,4275687934
Ecuador,ECU,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2691135000,1497600000,2670393000
Ecuador,ECU,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1857193888,1612122868,2658029574
Ecuador,ECU,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,4577848100,4115400073,1668436258
Ecuador,ECU,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,1368294489,1639072927,1558650668
Ecuador,ECU,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2658669100,2655021073,1366356258
Ecuador,ECU,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,1231586331,1005329883,1295971219
Ecuador,ECU,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,300883259.4,411293410.9,947905232.1
Ecuador,ECU,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,569407862.2,811880409.2,939208068.9
Ecuador,ECU,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2287335000,2622283000,902136915.1
Ecuador,ECU,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,128138556.8,330802984.8,768637354.3
Ecuador,ECU,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,110403000,316993000,744652000
Ecuador,ECU,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,798886626.8,827192518.1,619442599
Ecuador,ECU,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,497469000,275990000,593421000
Ecuador,ECU,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,371334100.3,32738072.5,464219342.6
Ecuador,ECU,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,930703071.3,594036472.4,348065987.1
Ecuador,ECU,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,3520000,0,302080000
Ecuador,ECU,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,3520000,0,302080000
Ecuador,ECU,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,381241260.9,160620465.3,46644266.3
Ecuador,ECU,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,200000000,54032000,25680000
Ecuador,ECU,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,17735556.8,13809984.8,23985354.3
Ecuador,ECU,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,181241260.9,106588465.3,20964266.3
Ecuador,ECU,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,0,0,0
Ecuador,ECU,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,,,
